Ano,Países,Código SH2,Descrição SH2,Valor US$ FOB,Quilograma Líquido
2021,"
Estados Unidos",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",3616372,159529
2021,"
Países Baixos (Holanda)",52,"
Algodão",3593264,851723
2021,"
México",8,"
Frutas; cascas de frutos cítricos e de melões",3574651,537263
2021,"
Alemanha",12,"
Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",3529587,2004790
2021,"
Japão",33,"
Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas",3464509,648188
2021,"
Canadá",90,"
Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",3388376,30539
2021,"
Alemanha",37,"
Produtos para fotografia e cinematografia",3358084,622509
2021,"
Argentina",36,"
Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis",3336834,407687
2021,"
Argentina",61,"
Vestuário e seus acessórios, de malha",3302451,118962
2021,"
México",37,"
Produtos para fotografia e cinematografia",3254465,370658
2021,"
Alemanha",10,"
Cereais",3249770,20998183
2021,"
Chile",31,"
Adubos (fertilizantes)",3232931,3399877
2021,"
Países Baixos (Holanda)",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",3187402,3285658
2021,"
Alemanha",43,"
Peles com pelo e suas obras; peles com pelo artificiais",3167969,222077
2021,"
Alemanha",76,"
Alumínio e suas obras",3144866,790609
2021,"
Alemanha",48,"
Papel e cartão; obras de pasta de celulose, de papel ou de cartão",3105227,4500328
2021,"
México",24,"
Tabaco e seus sucedâneos manufaturados",3085843,2486834
2021,"
Alemanha",20,"
Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",3022982,1760520
2021,"
Alemanha",32,"
Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever",2957527,1142209
2021,"
Estados Unidos",31,"
Adubos (fertilizantes)",2945797,1286626
2021,"
México",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",2933979,170153
2021,"
China",50,"
Seda",2858225,311112
2021,"
Japão",82,"
Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",2815725,43629
2021,"
Argentina",86,"
Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",2788681,689145
2021,"
Estados Unidos",6,"
Plantas vivas e produtos de floricultura",2756339,217249
2021,"
Espanha",35,"
Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas",2695877,302990
2021,"
Argentina",62,"
Vestuário e seus acessórios, exceto de Malha",2604984,120743
2021,"
Canadá",69,"
Produtos cerâmicos",2599271,6698993
2021,"
Argentina",71,"
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",2588312,95426
2021,"
Países Baixos (Holanda)",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",2521973,73922
2021,"
Argentina",78,"
Chumbo e suas obras",2511923,987902
2021,"
Estados Unidos",52,"
Algodão",2502101,316111
2021,"
Canadá",48,"
Papel e cartão; obras de pasta de celulose, de papel ou de cartão",2480808,2390258
2021,"
Países Baixos (Holanda)",4,"
Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",2470106,737903
2021,"
Japão",64,"
Calçados, polainas e artefatos semelhantes; suas partes",2462454,147685
2021,"
México",18,"
Cacau e suas preparações",2459637,618999
2021,"
Japão",14,"
Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",2444178,7259268
2021,"
México",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",2414193,6737985
2021,"
China",35,"
Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas",2384839,1198010
2021,"
Países Baixos (Holanda)",43,"
Peles com pelo e suas obras; peles com pelo artificiais",2370342,179472
2021,"
Espanha",13,"
Gomas, resinas e outros sucos e extratos vegetais",2339199,2472723
2021,"
México",53,"
Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel",2257796,1836000
2021,"
Espanha",14,"
Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",2250645,7038436
2021,"
Japão",68,"
Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",2198639,6514161
2021,"
Japão",41,"
Peles, exceto as peles com pelo, e couros",2169321,700562
2021,"
Argentina",93,"
Armas e munições; suas partes e acessórios",2157218,106454
2021,"
Alemanha",13,"
Gomas, resinas e outros sucos e extratos vegetais",2155151,307599
2021,"
Alemanha",17,"
Açúcares e produtos de confeitaria",2143818,2712358
2021,"
Estados Unidos",78,"
Chumbo e suas obras",2134851,1103530
2021,"
México",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",2081061,4634
2021,"
Alemanha",22,"
Bebidas, líquidos alcoólicos e vinagres",2078814,1734888
2021,"
México",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",2056060,90583
2021,"
Chile",95,"
Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",2051976,256257
2021,"
México",71,"
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",2008159,354691
2021,"
Chile",80,"
Estanho e suas obras",2007032,84619
2021,"
Japão",19,"
Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",1997833,703552
2021,"
Canadá",70,"
Vidro e suas obras",1992183,727199
2021,"
Estados Unidos",92,"
Instrumentos musicais; suas partes e acessórios",1973627,11186
2021,"
Espanha",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",1951536,2682907
2021,"
Chile",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",1908852,185330
2021,"
Japão",18,"
Cacau e suas preparações",1888364,867213
2021,"
Canadá",38,"
Produtos diversos das indústrias químicas",1834828,1152597
2021,"
Espanha",82,"
Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",1778284,98675
2021,"
Japão",80,"
Estanho e suas obras",1751868,50031
2021,"
China",56,"
Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",1732643,383831
2021,"
Espanha",71,"
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",1717135,166703
2021,"
Chile",12,"
Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1659873,12288
2021,"
México",31,"
Adubos (fertilizantes)",1652555,1145711
2021,"
Alemanha",96,"
Obras diversas",1640536,114000
2021,"
Países Baixos (Holanda)",56,"
Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",1630653,370173
2021,"
México",17,"
Açúcares e produtos de confeitaria",1600004,3420430
2021,"
Chile",47,"
Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).",1597713,3073729
2021,"
Chile",10,"
Cereais",1591977,3422826
2021,"
Espanha",32,"
Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever",1557731,514561
2021,"
Canadá",56,"
Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",1507784,952835
2021,"
Japão",17,"
Açúcares e produtos de confeitaria",1501978,1373664
2021,"
China",86,"
Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",1494186,521673
2021,"
Chile",37,"
Produtos para fotografia e cinematografia",1475633,199584
2021,"
China",94,"
Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",1475079,584346
2021,"
Alemanha",81,"
Outros metais comuns; ceramais (cermets); obras dessas matérias",1464506,142720
2021,"
Alemanha",97,"
Objetos de arte, de coleção e antiguidades",1456423,579
2021,"
Argentina",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",1436873,2682335
2021,"
Argentina",5,"
Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",1409337,785475
2021,"
Estados Unidos",57,"
Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",1388959,97637
2021,"
Canadá",22,"
Bebidas, líquidos alcoólicos e vinagres",1324468,235414
2021,"
Espanha",97,"
Objetos de arte, de coleção e antiguidades",1318958,1963
2021,"
Estados Unidos",58,"
Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.",1292585,88070
2021,"
Canadá",19,"
Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",1288276,491227
2021,"
Canadá",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",1287912,178570
2021,"
China",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",1264808,108374
2021,"
Chile",60,"
Tecidos de malha",1260840,129436
2021,"
México",13,"
Gomas, resinas e outros sucos e extratos vegetais",1258663,112033
2021,"
Japão",7,"
Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",1251400,705721
2021,"
Espanha",54,"
Filamentos sintéticos ou artificiais",1248115,536654
2021,"
Estados Unidos",65,"
Chapéus e artefatos de uso semelhante, e suas partes",1204262,39230
2021,"
Alemanha",56,"
Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",1200570,294067
2021,"
Chile",13,"
Gomas, resinas e outros sucos e extratos vegetais",1192245,170684
2021,"
Espanha",16,"
Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",1183268,232892
2021,"
Japão",61,"
Vestuário e seus acessórios, de malha",1171122,19538
2021,"
Japão",32,"
Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever",1145960,559909
2021,"
Canadá",23,"
Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais",1133672,1259075
2021,"
Alemanha",52,"
Algodão",1109145,689884
2021,"
Canadá",86,"
Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",1101306,318379
2021,"
Japão",13,"
Gomas, resinas e outros sucos e extratos vegetais",1095636,899175
2021,"
Espanha",70,"
Vidro e suas obras",1078115,940713
2021,"
Espanha",73,"
Obras de ferro fundido, ferro ou aço",1050430,393317
2021,"
Espanha",52,"
Algodão",1040071,515749
2021,"
Canadá",76,"
Alumínio e suas obras",1033221,270008
2021,"
China",10,"
Cereais",1031251,3282830
2021,"
Espanha",49,"
Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",1028901,170160
2021,"
Países Baixos (Holanda)",30,"
Produtos farmacêuticos",982993,9915
2021,"
Canadá",93,"
Armas e munições; suas partes e acessórios",979897,44349
2021,"
Canadá",43,"
Peles com pelo e suas obras; peles com pelo artificiais",969253,48476
2021,"
Canadá",32,"
Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever",957533,553998
2021,"
Alemanha",70,"
Vidro e suas obras",950499,361262
2021,"
Espanha",4,"
Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",935733,303275
2021,"
Espanha",53,"
Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel",920689,841150
2021,"
Chile",55,"
Fibras sintéticas ou artificiais, descontínuas",904064,98893
2021,"
Canadá",61,"
Vestuário e seus acessórios, de malha",895963,10734
2021,"
Espanha",19,"
Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",879654,420541
2021,"
Argentina",88,"
Aeronaves e aparelhos espaciais, e suas partes",868752,7065
2021,"
China",4,"
Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",860944,102784
2021,"
Canadá",37,"
Produtos para fotografia e cinematografia",857181,165380
2021,"
Chile",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",856707,24664
2021,"
China",70,"
Vidro e suas obras",841821,529096
2021,"
Países Baixos (Holanda)",19,"
Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",818749,310887
2021,"
Canadá",15,"
Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal",809712,62594
2021,"
Estados Unidos",37,"
Produtos para fotografia e cinematografia",803042,82463
2021,"
Japão",49,"
Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",797516,59910
2021,"
México",61,"
Vestuário e seus acessórios, de malha",786403,14008
2021,"
Argentina",65,"
Chapéus e artefatos de uso semelhante, e suas partes",784462,56056
2021,"
Estados Unidos",55,"
Fibras sintéticas ou artificiais, descontínuas",775477,362395
2021,"
Alemanha",19,"
Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",774383,328472
2021,"
Chile",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",769170,1443428
2021,"
Alemanha",3,"
Peixes e crustáceos, moluscos e outros invertebrados aquáticos",745839,14028
2021,"
Países Baixos (Holanda)",32,"
Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever",731336,159716
2021,"
Alemanha",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",722083,74925
2021,"
Chile",75,"
Níquel e suas obras",712279,457
2021,"
Alemanha",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",711416,16198
2021,"
Alemanha",7,"
Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",710799,321604
2021,"
Espanha",56,"
Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",672387,297000
2021,"
Alemanha",83,"
Obras diversas de metais comuns",669716,32049
2021,"
Espanha",22,"
Bebidas, líquidos alcoólicos e vinagres",669076,528113
2021,"
Espanha",6,"
Plantas vivas e produtos de floricultura",666481,47972
2021,"
Argentina",53,"
Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel",665484,157275
2021,"
Alemanha",49,"
Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",665154,17328
2021,"
Espanha",7,"
Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",664560,1675849
2021,"
México",20,"
Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",661253,293859
2021,"
Japão",62,"
Vestuário e seus acessórios, exceto de Malha",646617,10507
2021,"
Alemanha",51,"
Lã, pelos finos ou grosseiros; fios e tecidos de crina",636600,110328
2021,"
Argentina",89,"
Embarcações e estruturas flutuantes",629910,62280
2021,"
Alemanha",61,"
Vestuário e seus acessórios, de malha",594836,9427
2021,"
Países Baixos (Holanda)",70,"
Vidro e suas obras",587614,370465
2021,"
Canadá",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",576066,865713
2021,"
Argentina",3,"
Peixes e crustáceos, moluscos e outros invertebrados aquáticos",573653,265817
2021,"
Canadá",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",568677,39724
2021,"
Estados Unidos",79,"
Zinco e suas obras",564367,354652
2021,"
Alemanha",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",563047,148286
2021,"
Canadá",82,"
Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",556784,15740
2021,"
China",97,"
Objetos de arte, de coleção e antiguidades",552304,190
2021,"
Estados Unidos",51,"
Lã, pelos finos ou grosseiros; fios e tecidos de crina",551396,35293
2021,"
Japão",48,"
Papel e cartão; obras de pasta de celulose, de papel ou de cartão",538790,598412
2021,"
Canadá",7,"
Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",533558,1060354
2021,"
Países Baixos (Holanda)",89,"
Embarcações e estruturas flutuantes",508872,20516
2021,"
Alemanha",34,"
Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",507930,85072
2021,"
Japão",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",493347,42414
2021,"
Espanha",43,"
Peles com pelo e suas obras; peles com pelo artificiais",491758,30300
2021,"
Alemanha",69,"
Produtos cerâmicos",491491,851552
2021,"
Japão",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",476173,422586
2021,"
Países Baixos (Holanda)",61,"
Vestuário e seus acessórios, de malha",474933,6590
2021,"
Alemanha",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",472315,6083
2021,"
Japão",8,"
Frutas; cascas de frutos cítricos e de melões",458954,101978
2021,"
México",62,"
Vestuário e seus acessórios, exceto de Malha",456953,7361
2021,"
México",97,"
Objetos de arte, de coleção e antiguidades",454367,973
2021,"
Canadá",83,"
Obras diversas de metais comuns",452409,10841
2021,"
Espanha",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",441269,40476
2021,"
Canadá",13,"
Gomas, resinas e outros sucos e extratos vegetais",431502,23160
2021,"
Chile",43,"
Peles com pelo e suas obras; peles com pelo artificiais",429905,20716
2021,"
China",43,"
Peles com pelo e suas obras; peles com pelo artificiais",425344,14781
2021,"
México",95,"
Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",419224,36018
2021,"
Espanha",61,"
Vestuário e seus acessórios, de malha",409585,9521
2021,"
Canadá",62,"
Vestuário e seus acessórios, exceto de Malha",407805,5314
2021,"
México",16,"
Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",405530,19859
2021,"
China",19,"
Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",399995,224197
2021,"
Alemanha",92,"
Instrumentos musicais; suas partes e acessórios",398757,7812
2021,"
Espanha",79,"
Zinco e suas obras",394921,111038
2021,"
Chile",78,"
Chumbo e suas obras",393200,99493
2021,"
Japão",94,"
Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",391966,23391
2021,"
Canadá",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",388761,11208
2021,"
Espanha",62,"
Vestuário e seus acessórios, exceto de Malha",388442,5642
2021,"
Canadá",89,"
Embarcações e estruturas flutuantes",385847,10423
2021,"
Espanha",37,"
Produtos para fotografia e cinematografia",381598,65865
2021,"
Canadá",34,"
Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",375951,151010
2021,"
Canadá",10,"
Cereais",372593,644730
2021,"
China",18,"
Cacau e suas preparações",368021,85439
2021,"
China",69,"
Produtos cerâmicos",366940,114241
2021,"
Espanha",93,"
Armas e munições; suas partes e acessórios",364911,24468
2021,"
Alemanha",36,"
Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis",362321,5247
2021,"
Espanha",95,"
Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",360878,65363
2021,"
Chile",65,"
Chapéus e artefatos de uso semelhante, e suas partes",350902,21971
2021,"
Alemanha",75,"
Níquel e suas obras",344490,30955
2021,"
Chile",58,"
Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.",342272,34447
2021,"
Chile",81,"
Outros metais comuns; ceramais (cermets); obras dessas matérias",338891,35724
2021,"
Países Baixos (Holanda)",83,"
Obras diversas de metais comuns",336998,10282
2021,"
Chile",79,"
Zinco e suas obras",323703,100378
2021,"
Países Baixos (Holanda)",54,"
Filamentos sintéticos ou artificiais",318910,17958
2021,"
Alemanha",58,"
Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.",318335,10335
2021,"
Japão",6,"
Plantas vivas e produtos de floricultura",315900,4182
2021,"
Japão",54,"
Filamentos sintéticos ou artificiais",313954,6013
2021,"
Japão",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",301345,4753
2021,"
China",51,"
Lã, pelos finos ou grosseiros; fios e tecidos de crina",300425,61748
2021,"
Chile",57,"
Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",294451,43520
2021,"
Espanha",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",294293,59690
2021,"
Japão",92,"
Instrumentos musicais; suas partes e acessórios",290642,1124
2021,"
China",6,"
Plantas vivas e produtos de floricultura",277545,37216
2021,"
Canadá",53,"
Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel",274799,213914
2021,"
China",60,"
Tecidos de malha",274426,10569
2021,"
China",83,"
Obras diversas de metais comuns",274209,31396
2021,"
Japão",34,"
Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",271056,76151
2021,"
Espanha",36,"
Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis",266359,37047
2021,"
Espanha",34,"
Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",266140,105403
2021,"
China",54,"
Filamentos sintéticos ou artificiais",266123,53229
2021,"
Argentina",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",260857,13650
2021,"
Alemanha",31,"
Adubos (fertilizantes)",246280,194729
2021,"
Alemanha",62,"
Vestuário e seus acessórios, exceto de Malha",246003,3953
2021,"
Países Baixos (Holanda)",13,"
Gomas, resinas e outros sucos e extratos vegetais",237820,68901
2021,"
Argentina",81,"
Outros metais comuns; ceramais (cermets); obras dessas matérias",236795,76294
2021,"
Argentina",91,"
Artigos de relojoaria",235165,13096
2021,"
Argentina",66,"
Guarda-chuvas, sombrinhas, guarda-sóis, bengalas, bengalas-assentos, chicotes, pingalins, e suas partes",235087,41701
2021,"
Canadá",51,"
Lã, pelos finos ou grosseiros; fios e tecidos de crina",232458,11758
2021,"
Japão",31,"
Adubos (fertilizantes)",223574,133850
2021,"
Estados Unidos",67,"
Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo",213821,158
2021,"
México",89,"
Embarcações e estruturas flutuantes",211375,20977
2021,"
China",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",197468,1184
2021,"
Chile",92,"
Instrumentos musicais; suas partes e acessórios",195323,4066
2021,"
Alemanha",86,"
Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",194965,51104
2021,"
Alemanha",57,"
Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",194754,36743
2021,"
Chile",51,"
Lã, pelos finos ou grosseiros; fios e tecidos de crina",187891,11606
2021,"
Alemanha",50,"
Seda",187440,2401
2021,"
Alemanha",54,"
Filamentos sintéticos ou artificiais",184129,7839
2021,"
Japão",88,"
Aeronaves e aparelhos espaciais, e suas partes",181924,84
2021,"
Alemanha",6,"
Plantas vivas e produtos de floricultura",178514,18742
2021,"
Espanha",86,"
Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",178345,8390
2021,"
Países Baixos (Holanda)",63,"
Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",177784,21068
2021,"
Países Baixos (Holanda)",34,"
Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",177409,61728
2021,"
Espanha",89,"
Embarcações e estruturas flutuantes",177085,11006
2021,"
Chile",7,"
Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",173575,144870
2021,"
China",61,"
Vestuário e seus acessórios, de malha",170606,2414
2021,"
Países Baixos (Holanda)",42,"
Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",169755,6425
2021,"
Países Baixos (Holanda)",62,"
Vestuário e seus acessórios, exceto de Malha",163245,761
2021,"
China",11,"
Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo",163029,90877
2021,"
China",96,"
Obras diversas",161961,6150
2021,"
China",62,"
Vestuário e seus acessórios, exceto de Malha",160008,1279
2021,"
Japão",59,"
Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",157069,6014
2021,"
Países Baixos (Holanda)",92,"
Instrumentos musicais; suas partes e acessórios",155524,929
2021,"
China",95,"
Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",154068,484518
2021,"
Canadá",6,"
Plantas vivas e produtos de floricultura",152415,24945
2021,"
México",57,"
Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",151528,18855
2021,"
Países Baixos (Holanda)",55,"
Fibras sintéticas ou artificiais, descontínuas",149728,20248
2021,"
México",93,"
Armas e munições; suas partes e acessórios",149417,1378
2021,"
México",81,"
Outros metais comuns; ceramais (cermets); obras dessas matérias",147920,238
2021,"
Países Baixos (Holanda)",1,"
Animais vivos",140978,10450
2021,"
Estados Unidos",46,"
Obras de espartaria ou de cestaria",137782,2170
2021,"
México",43,"
Peles com pelo e suas obras; peles com pelo artificiais",134727,2987
2021,"
Países Baixos (Holanda)",3,"
Peixes e crustáceos, moluscos e outros invertebrados aquáticos",127180,3071
2021,"
China",16,"
Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",123127,48338
2021,"
China",49,"
Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",121961,69671
