Pais,Produto,Valor_2024,Valor_2026
Chile,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",42347643,45660072.0
Chile,Instrumentos musicais; suas partes e acessórios,174636,232392.0
Chile,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",22755462,28901351.0
Chile,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",5177486,10328507.0
Chile,"Lã, pelos finos ou grosseiros; fios e tecidos de crina",199777,161879.0
Chile,"Madeira, carvão vegetal e obras de madeira",12553827,15569623.0
Chile,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,21326399,21024165.0
Chile,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",1330,2986.0
Chile,"Minerios, escórias e cinzas",44077098,55892537.0
Chile,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",183421342,198431196.0
Chile,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",61324317,84928390.0
Chile,Níquel e suas obras,357692,433881.0
Chile,"Objetos de arte, de coleção e antiguidades",692,692.0
Chile,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",442231,491758.0
Chile,Obras de espartaria ou de cestaria,154,154.0
Chile,"Obras de ferro fundido, ferro ou aço",39282645,37287143.0
Chile,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",10998888,12256415.0
Chile,Obras diversas,12729234,14090653.0
Chile,Obras diversas de metais comuns,22901502,26074802.0
Chile,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,80825,127606.0
Chile,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",1264521,1200047.0
Chile,Outros metais comuns; ceramais (cermets); obras dessas matérias,354338,650575.0
Chile,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",2014024,2864268.0
Chile,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",182237407,259332202.0
Chile,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",8911445,10240023.0
Chile,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,992781,4208648.0
Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",747690,3979757.0
Chile,Peles com pelo e suas obras; peles com pelo artificiais,24816,22185.0
Chile,"Peles, exceto as peles com pelo, e couros",2790264,3167969.0
Chile,Plantas vivas e produtos de floricultura,37084,34801.0
Chile,Plásticos e suas obras,291615148,330514779.0
Chile,Preparações alimentícias diversas,78188624,110745298.0
Chile,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",31687994,38335911.0
Chile,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",35430319,45890688.0
Chile,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",20890404,22252157.0
Chile,Produtos cerâmicos,18349005,20348681.0
Chile,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,1140586,1251400.0
Chile,Produtos diversos das indústrias químicas,64929874,64929874.0
Chile,Produtos farmacêuticos,48611618,51067443.0
Chile,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",752100,1288276.0
Chile,Produtos para fotografia e cinematografia,2618380,3196468.0
Chile,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",27899056,31122116.0
Chile,Produtos químicos orgânicos,43580097,45660072.0
Chile,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",1517604,1961317.0
Chile,Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis,8188900,10146568.0
Chile,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",400948318,504317187.0
Chile,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,250567549,291025748.0
Chile,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",26157185,27703812.0
Chile,"Sal; enxofre; terras e pedras; gesso, cal e cimento",5695923,5695923.0
Chile,Seda,193,193.0
Chile,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",6834972,15432352.0
Chile,Tabaco e seus sucedâneos manufaturados,5034793,5009870.0
Chile,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",251018,331212.0
Chile,Tecidos de malha,874383,1236347.0
Chile,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,191618,161879.0
Chile,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",10725401,12256415.0
Chile,"Vestuário e seus acessórios, de malha",6091579,9675244.0
Chile,"Vestuário e seus acessórios, exceto de Malha",3116719,4181860.0
Chile,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",909285315,1250624087.0
Chile,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",2304763,1841593.0
Chile,Vidro e suas obras,9678863,9678863.0
Chile,Zinco e suas obras,45771,88585.0
Chile,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,72077900,85295225.0
China,Adubos (fertilizantes),250744,413945.0
China,"Aeronaves e aparelhos espaciais, e suas partes",1509201,3401706.0
China,Algodão,1730606341,1730606341.0
China,Alumínio e suas obras,14241184,17000640.0
China,Animais vivos,90580,195721.0
China,Artigos de relojoaria,32148,32148.0
China,Açúcares e produtos de confeitaria,1405935750,1364867245.0
China,"Bebidas, líquidos alcoólicos e vinagres",726740,726740.0
China,Borracha e suas obras,28758232,35023151.0
China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",363220,816834.0
China,Cacau e suas preparações,671195,1263486.0
China,"Café, chá, mate e especiarias",215209758,370832314.0
China,"Calçados, polainas e artefatos semelhantes; suas partes",4905784,5034793.0
China,"Carnes e miudezas, comestíveis",7802597082,7802597082.0
China,Cereais,465522787,2031437950.0
China,"Chapéus e artefatos de uso semelhante, e suas partes",43971,55975.0
China,Chumbo e suas obras,9982,15203.0
China,Cobre e suas obras,128706761,128623042.0
China,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",20678975255,21356130583.0
China,Embarcações e estruturas flutuantes,17768,17768.0
China,Estanho e suas obras,40,1055.0
China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,8914430,10206846.0
China,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",4272324,5782935.0
China,"Ferro fundido, ferro e aço",1272337156,1565684776.0
China,"Fibras sintéticas ou artificiais, descontínuas",322698,105551806.0
China,Filamentos sintéticos ou artificiais,596905,816834.0
China,Frutas; cascas de frutos cítricos e de melões,8420815,10146568.0
China,"Gomas, resinas e outros sucos e extratos vegetais",30443204,29059065.0
China,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,377292932,512215915.0
China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",18493961,21129202.0
China,Instrumentos musicais; suas partes e acessórios,17506,17768.0
China,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",4716212,10846082.0
China,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",125008,179200.0
China,"Lã, pelos finos ou grosseiros; fios e tecidos de crina",81,233.0
China,"Madeira, carvão vegetal e obras de madeira",177889883,178006963.0
China,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,4330943,6002174.0
China,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",8478235,11166875.0
China,"Minerios, escórias e cinzas",21356130583,21356130583.0
China,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",75185353,75185353.0
China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",1333009,1200047.0
China,Níquel e suas obras,1439909,2480568.0
China,"Objetos de arte, de coleção e antiguidades",518758,1778284.0
China,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",97754,110641.0
China,"Obras de ferro fundido, ferro ou aço",13662757,57984056.0
China,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",12064001,14090653.0
China,Obras diversas,129848,136940.0
China,Obras diversas de metais comuns,372766,433881.0
China,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,25407490,27570274.0
China,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",238644,413945.0
China,Outros metais comuns; ceramais (cermets); obras dessas matérias,38422839,48265178.0
China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",3611656,2892678.0
China,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",39181733,38961301.0
China,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",26744,22185.0
China,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,4616596219,5800826743.0
China,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",41433196,45660072.0
China,Peles com pelo e suas obras; peles com pelo artificiais,920131,990418.0
China,"Peles, exceto as peles com pelo, e couros",401716762,523107867.0
China,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,560,560.0
China,Plantas vivas e produtos de floricultura,444497,696438.0
China,Plásticos e suas obras,95454301,92778856.0
China,Preparações alimentícias diversas,12662242,12570325.0
China,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",124240,441269.0
China,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",138214394,212444795.0
China,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",319155,439723.0
China,Produtos cerâmicos,439723,491758.0
China,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,1815847,3364499.0
China,Produtos diversos das indústrias químicas,29011012,30005723.0
China,Produtos farmacêuticos,13162263,24295684.0
China,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",183815,180085.0
China,Produtos para fotografia e cinematografia,1055,1055.0
China,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",62867372,87169381.0
China,Produtos químicos orgânicos,79273294,72077900.0
China,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",50567281,57918651.0
China,Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis,3776,3776.0
China,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",158847875,246915357.0
China,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,56396187,71126117.0
China,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",4208648,7335567.0
China,"Sal; enxofre; terras e pedras; gesso, cal e cimento",522567222,840266486.0
China,Seda,420006,465176.0
China,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",31490818970,31490818970.0
China,Tabaco e seus sucedâneos manufaturados,584683761,583114383.0
China,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",2383,2383.0
China,Tecidos de malha,609893,741973.0
China,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,123550,179200.0
China,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",1286366,1797634.0
China,"Vestuário e seus acessórios, de malha",119371,110641.0
China,"Vestuário e seus acessórios, exceto de Malha",116971,265169.0
China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",9466266,10081529.0
China,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",714219,665484.0
China,Vidro e suas obras,214807,106040.0
China,Zinco e suas obras,786082,2858225.0
China,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,31490343,32513457.0
Espanha,Adubos (fertilizantes),1080847,3401706.0
Espanha,"Aeronaves e aparelhos espaciais, e suas partes",205413148,331390769.0
Espanha,Algodão,58748,20788.0
Espanha,Alumínio e suas obras,6458363,16014312.0
Espanha,Animais vivos,22000,22000.0
Espanha,Armas e munições; suas partes e acessórios,488499,1171122.0
Espanha,Artigos de relojoaria,54325,52239.0
Espanha,Açúcares e produtos de confeitaria,50767456,126315511.0
Espanha,"Bebidas, líquidos alcoólicos e vinagres",867353,1040071.0
Espanha,Borracha e suas obras,5996061,5857655.0
Espanha,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",721880,741973.0
Espanha,Cacau e suas preparações,36168,45771.0
Espanha,"Café, chá, mate e especiarias",370832314,437320692.0
Espanha,"Calçados, polainas e artefatos semelhantes; suas partes",25210711,40710847.0
Espanha,"Carnes e miudezas, comestíveis",145040333,212444795.0
Espanha,Cereais,179510166,259332202.0
Espanha,"Chapéus e artefatos de uso semelhante, e suas partes",19108,17457.0
Espanha,Chumbo e suas obras,1956332,7170139.0
Espanha,Cobre e suas obras,9526330,14311806.0
Espanha,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",5029049516,5800826743.0
Espanha,Embarcações e estruturas flutuantes,863281,3089633.0
Espanha,Estanho e suas obras,54375189,126315511.0
Espanha,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,1978349,2226588.0
Espanha,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",1516361,2480568.0
Espanha,"Ferro fundido, ferro e aço",75294884,90930212.0
Espanha,"Fibras sintéticas ou artificiais, descontínuas",25104,25104.0
Espanha,Filamentos sintéticos ou artificiais,299197,202490.0
Espanha,Frutas; cascas de frutos cítricos e de melões,136962519,147765942.0
Espanha,"Gomas, resinas e outros sucos e extratos vegetais",6486376,10174451.0
Espanha,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,21204642,45634802.0
Espanha,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",14471345,15948978.0
Espanha,Instrumentos musicais; suas partes e acessórios,185005,232392.0
Espanha,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",407210,458954.0
Espanha,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",696438,741973.0
Espanha,"Lã, pelos finos ou grosseiros; fios e tecidos de crina",42,10.0
Espanha,"Madeira, carvão vegetal e obras de madeira",50043792,62666137.0
Espanha,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,3435680,3435680.0
Espanha,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",2305851,2160353.0
Espanha,"Minerios, escórias e cinzas",574005641,583114383.0
Espanha,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",37028450,45890688.0
Espanha,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",7079968,7195585.0
Espanha,Níquel e suas obras,507847,1778284.0
Espanha,"Objetos de arte, de coleção e antiguidades",5756811,15953196.0
Espanha,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",371296,665154.0
Espanha,Obras de espartaria ou de cestaria,8919,10554.0
Espanha,"Obras de ferro fundido, ferro ou aço",26021579,229928977.0
Espanha,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",12578758,14241184.0
Espanha,Obras diversas,181627,441279.0
Espanha,Obras diversas de metais comuns,342991,3271882.0
Espanha,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,792944,718157.0
Espanha,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",134693,127180.0
Espanha,Outros metais comuns; ceramais (cermets); obras dessas matérias,21966,17746.0
Espanha,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",9850449,11155851.0
Espanha,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",24655223,27368755.0
Espanha,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",340338,318335.0
Espanha,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,150045709,162623819.0
Espanha,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",3692,3692.0
Espanha,Peles com pelo e suas obras; peles com pelo artificiais,90505,151528.0
Espanha,"Peles, exceto as peles com pelo, e couros",10075569,15122323.0
Espanha,Plantas vivas e produtos de floricultura,164028,159142.0
Espanha,Plásticos e suas obras,37092603,41560282.0
Espanha,Preparações alimentícias diversas,5402182,5973267.0
Espanha,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",1961317,1810663.0
Espanha,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",24367987,32323022.0
Espanha,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",522723,481583.0
Espanha,Produtos cerâmicos,2287982,2385727.0
Espanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,1500858,2619845.0
Espanha,Produtos diversos das indústrias químicas,30137872,34562901.0
Espanha,Produtos farmacêuticos,18479920,17011970.0
Espanha,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",177570,394921.0
Espanha,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",8046086,10146568.0
Espanha,Produtos químicos orgânicos,131504919,179954631.0
Espanha,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",2255980,2997383.0
Espanha,Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis,172823,266895.0
Espanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",57918651,64054411.0
Espanha,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,533079955,840266486.0
Espanha,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",336252,409666.0
Espanha,"Sal; enxofre; terras e pedras; gesso, cal e cimento",12894854,15569623.0
Espanha,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",1809718957,1809718957.0
Espanha,Tabaco e seus sucedâneos manufaturados,88585,104347.0
Espanha,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",4986,4986.0
Espanha,Tecidos de malha,38391,31318.0
Espanha,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,2608,2511.0
Espanha,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",254954,439723.0
Espanha,"Vestuário e seus acessórios, de malha",718157,892523.0
Espanha,"Vestuário e seus acessórios, exceto de Malha",843052,1668337.0
Espanha,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",2593640,2883930.0
Espanha,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",118836,136940.0
Espanha,Vidro e suas obras,4007903,7512058.0
Espanha,Zinco e suas obras,653,345.0
Espanha,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,19592643,22252157.0
Estados Unidos,Adubos (fertilizantes),4079081,6999986.0
Estados Unidos,"Aeronaves e aparelhos espaciais, e suas partes",2688955941,3160817745.0
Estados Unidos,Algodão,2414466,2370342.0
Estados Unidos,Alumínio e suas obras,267129282,349880925.0
Estados Unidos,Animais vivos,5261061,5519848.0
Estados Unidos,Armas e munições; suas partes e acessórios,323875242,311333872.0
Estados Unidos,Artigos de relojoaria,848471,528252.0
Estados Unidos,Açúcares e produtos de confeitaria,678042332,894930419.0
Estados Unidos,"Bebidas, líquidos alcoólicos e vinagres",205360495,183116108.0
Estados Unidos,Borracha e suas obras,464815193,503798361.0
Estados Unidos,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",8506617,10146568.0
Estados Unidos,Cacau e suas preparações,83989930,97296114.0
Estados Unidos,"Café, chá, mate e especiarias",1943460408,1587458886.0
Estados Unidos,"Calçados, polainas e artefatos semelhantes; suas partes",216952526,266954691.0
Estados Unidos,"Carnes e miudezas, comestíveis",1014964813,2216590143.0
Estados Unidos,Cereais,23273956,23169464.0
Estados Unidos,"Chapéus e artefatos de uso semelhante, e suas partes",796791,718157.0
Estados Unidos,Chumbo e suas obras,4318454,4927121.0
Estados Unidos,Cobre e suas obras,249209004,328225962.0
Estados Unidos,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",7664391582,7664391582.0
Estados Unidos,Cortiça e suas obras,11145,12942.0
Estados Unidos,Embarcações e estruturas flutuantes,44319777,66361591.0
Estados Unidos,Estanho e suas obras,77985661,91858694.0
Estados Unidos,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,15621664,15988343.0
Estados Unidos,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",101850710,111736985.0
Estados Unidos,"Ferro fundido, ferro e aço",5706398259,7664391582.0
Estados Unidos,"Fibras sintéticas ou artificiais, descontínuas",268671,193894.0
Estados Unidos,Filamentos sintéticos ou artificiais,1802343,1640536.0
Estados Unidos,Frutas; cascas de frutos cítricos e de melões,126453015,145040333.0
Estados Unidos,"Gomas, resinas e outros sucos e extratos vegetais",29679616,35023151.0
Estados Unidos,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,386232182,417144481.0
Estados Unidos,"Guarda-chuvas, sombrinhas, guarda-sóis, bengalas, bengalas-assentos, chicotes, pingalins, e suas partes",54875,151528.0
Estados Unidos,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",349880925,437320692.0
Estados Unidos,Instrumentos musicais; suas partes e acessórios,1870752,1963234.0
Estados Unidos,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",97296114,120471867.0
Estados Unidos,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",10331183,14289818.0
Estados Unidos,"Lã, pelos finos ou grosseiros; fios e tecidos de crina",445875,407210.0
Estados Unidos,"Madeira, carvão vegetal e obras de madeira",1587458886,1448979957.0
Estados Unidos,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,257406834,289928115.0
Estados Unidos,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",616106,3271882.0
Estados Unidos,"Minerios, escórias e cinzas",397535142,519262794.0
Estados Unidos,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",1405931851,1505096060.0
Estados Unidos,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",253584149,242938370.0
Estados Unidos,Níquel e suas obras,19399835,17011970.0
Estados Unidos,"Objetos de arte, de coleção e antiguidades",129282753,176774221.0
Estados Unidos,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",15751842,14466286.0
Estados Unidos,Obras de espartaria ou de cestaria,104347,71649.0
Estados Unidos,"Obras de ferro fundido, ferro ou aço",392260569,531011408.0
Estados Unidos,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",802734219,980035400.0
Estados Unidos,Obras diversas,45890688,45534190.0
Estados Unidos,Obras diversas de metais comuns,9631106,14190954.0
Estados Unidos,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,4649275,4053156.0
Estados Unidos,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",4294197,3150675.0
Estados Unidos,Outros metais comuns; ceramais (cermets); obras dessas matérias,121163129,157253685.0
Estados Unidos,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",135106599,147765942.0
Estados Unidos,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",266954691,365735624.0
Estados Unidos,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",15738010,14471345.0
Estados Unidos,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,1674070690,1587458886.0
Estados Unidos,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",223997753,266954691.0
Estados Unidos,Peles com pelo e suas obras; peles com pelo artificiais,13442394,11828920.0
Estados Unidos,"Peles, exceto as peles com pelo, e couros",166745706,150502775.0
Estados Unidos,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,243576,260917.0
Estados Unidos,Plantas vivas e produtos de floricultura,3091213,4181860.0
Estados Unidos,Plásticos e suas obras,259888142,242938370.0
