Ano,Pais,Produto,Valor,Peso_kg,Tipo
2024,Países Baixos (Holanda),"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",6208062,5959311,Histórico
2024,Chile,"Vestuário e seus acessórios, de malha",6091579,191638,Histórico
2024,Países Baixos (Holanda),"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",6033026,4097127,Histórico
2024,Espanha,Borracha e suas obras,5996061,1820041,Histórico
2024,México,Obras diversas,5992638,477269,Histórico
2024,Estados Unidos,Tecidos de malha,5989594,391395,Histórico
2024,Canadá,Plásticos e suas obras,5856436,1863750,Histórico
2024,Espanha,"Objetos de arte, de coleção e antiguidades",5756811,1964,Histórico
2024,Chile,"Sal; enxofre; terras e pedras; gesso, cal e cimento",5695923,13569751,Histórico
2024,Japão,Seda,5670478,68949,Histórico
2024,Espanha,Preparações alimentícias diversas,5402182,3001275,Histórico
2024,Canadá,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",5362179,48350,Histórico
2024,Estados Unidos,Animais vivos,5261061,44837,Histórico
2024,Chile,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",5177486,752703,Histórico
2024,Alemanha,Produtos para fotografia e cinematografia,5125573,735639,Histórico
2024,Canadá,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",5079970,1622405,Histórico
2024,México,Produtos para fotografia e cinematografia,5072007,556925,Histórico
2024,Argentina,"Bebidas, líquidos alcoólicos e vinagres",5044049,3145970,Histórico
2024,Chile,Tabaco e seus sucedâneos manufaturados,5034793,1166980,Histórico
2024,Japão,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",5000164,1477340,Histórico
2024,Canadá,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",4987197,929738,Histórico
2024,México,Obras diversas de metais comuns,4986099,310870,Histórico
2024,Japão,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",4974605,10711567,Histórico
2024,China,"Calçados, polainas e artefatos semelhantes; suas partes",4905784,384101,Histórico
2024,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",4889407,1591928,Histórico
2024,China,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",4716212,3621230,Histórico
2024,México,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",4713289,2944001,Histórico
2024,Estados Unidos,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,4649275,1948690,Histórico
2024,Argentina,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",4569580,663899,Histórico
2024,México,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",4481086,669671,Histórico
2024,México,Níquel e suas obras,4461489,128186,Histórico
2024,Argentina,Produtos para fotografia e cinematografia,4431465,513821,Histórico
2024,México,Adubos (fertilizantes),4375037,2151638,Histórico
2024,China,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,4330943,910986,Histórico
2024,Estados Unidos,Chumbo e suas obras,4318454,2225167,Histórico
2024,Estados Unidos,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",4294197,258099,Histórico
2024,China,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",4272324,244100,Histórico
2024,Japão,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",4209531,519045,Histórico
2024,China,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",4208648,1386904,Histórico
2024,México,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",4181860,28822,Histórico
2024,Alemanha,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",4181215,167287,Histórico
2024,México,Tecidos de malha,4115395,361523,Histórico
2024,Estados Unidos,Adubos (fertilizantes),4079081,1779036,Histórico
2024,Países Baixos (Holanda),"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",4049944,987417,Histórico
2024,Canadá,"Peles, exceto as peles com pelo, e couros",4015930,319805,Histórico
2024,Espanha,Vidro e suas obras,4007903,2612197,Histórico
2024,Chile,"Aeronaves e aparelhos espaciais, e suas partes",3996890,4265,Histórico
2024,Alemanha,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",3980137,1318807,Histórico
2024,Japão,Algodão,3951528,2101632,Histórico
2024,Alemanha,Obras diversas,3930956,275959,Histórico
2024,Japão,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",3897711,15026,Histórico
2024,Alemanha,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",3658550,3219397,Histórico
2024,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",3611656,3878652,Histórico
2024,Canadá,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,3546575,473037,Histórico
2024,Argentina,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,3520990,308920,Histórico
2024,Espanha,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,3435680,569679,Histórico
2024,Canadá,Adubos (fertilizantes),3431496,6794230,Histórico
2024,Países Baixos (Holanda),"Obras de ferro fundido, ferro ou aço",3386182,510793,Histórico
2024,Alemanha,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,3352568,1199180,Histórico
2024,Chile,Adubos (fertilizantes),3338421,1279107,Histórico
2024,Canadá,Produtos diversos das indústrias químicas,3272884,778387,Histórico
2024,Países Baixos (Holanda),Filamentos sintéticos ou artificiais,3271882,457104,Histórico
2024,Chile,Armas e munições; suas partes e acessórios,3216987,128650,Histórico
2024,Canadá,Produtos cerâmicos,3213924,5113007,Histórico
2024,Argentina,"Vestuário e seus acessórios, exceto de Malha",3196468,126137,Histórico
2024,Países Baixos (Holanda),Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,3149384,2139657,Histórico
2024,Países Baixos (Holanda),"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",3131976,74749,Histórico
2024,Chile,"Vestuário e seus acessórios, exceto de Malha",3116719,65640,Histórico
2024,Países Baixos (Holanda),Plantas vivas e produtos de floricultura,3108621,1088879,Histórico
2024,Canadá,Obras diversas,3100619,449401,Histórico
2024,Estados Unidos,Plantas vivas e produtos de floricultura,3091213,352657,Histórico
2024,México,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",3013178,134799,Histórico
2024,México,Filamentos sintéticos ou artificiais,3006661,270197,Histórico
2024,Chile,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",2972461,260403,Histórico
2024,Alemanha,"Gomas, resinas e outros sucos e extratos vegetais",2965574,199380,Histórico
2024,Argentina,"Gomas, resinas e outros sucos e extratos vegetais",2854277,271507,Histórico
2024,Países Baixos (Holanda),Produtos farmacêuticos,2848816,57480,Histórico
2024,Japão,Estanho e suas obras,2818911,99979,Histórico
2024,Chile,"Peles, exceto as peles com pelo, e couros",2790264,515607,Histórico
2024,Alemanha,Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis,2625940,26212,Histórico
2024,Chile,Produtos para fotografia e cinematografia,2618380,297984,Histórico
2024,Espanha,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",2593640,168383,Histórico
2024,México,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,2591469,4493286,Histórico
2024,Chile,Filamentos sintéticos ou artificiais,2586948,351773,Histórico
2024,Argentina,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,2520046,2136328,Histórico
2024,Canadá,Cereais,2510304,3159897,Histórico
2024,Estados Unidos,Algodão,2414466,313533,Histórico
2024,México,"Objetos de arte, de coleção e antiguidades",2406765,1288,Histórico
2024,Japão,"Calçados, polainas e artefatos semelhantes; suas partes",2343411,107186,Histórico
2024,Argentina,Armas e munições; suas partes e acessórios,2337706,73643,Histórico
2024,Espanha,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",2305851,4756409,Histórico
2024,Chile,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",2304763,400026,Histórico
2024,Argentina,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",2302557,786378,Histórico
2024,Espanha,Produtos cerâmicos,2287982,3279206,Histórico
2024,Espanha,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",2255980,268964,Histórico
2024,Japão,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",2246415,34437,Histórico
2024,Japão,Açúcares e produtos de confeitaria,2236471,2154522,Histórico
2024,Alemanha,Açúcares e produtos de confeitaria,2122740,2889978,Histórico
2024,Japão,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",2120034,663670,Histórico
2024,Japão,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",2102502,16403,Histórico
2024,Argentina,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",2102320,36855,Histórico
2024,Chile,Algodão,2019085,293435,Histórico
2024,Chile,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",2014024,1511425,Histórico
2024,Alemanha,Algodão,1997949,1038651,Histórico
2024,Alemanha,"Objetos de arte, de coleção e antiguidades",1986274,989,Histórico
2024,Espanha,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,1978349,502356,Histórico
2024,Espanha,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",1961317,396861,Histórico
2024,Espanha,Chumbo e suas obras,1956332,997903,Histórico
2024,Estados Unidos,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,1951097,144925,Histórico
2024,Alemanha,"Bebidas, líquidos alcoólicos e vinagres",1950051,1305122,Histórico
2024,México,"Vestuário e seus acessórios, de malha",1924068,45758,Histórico
2024,Estados Unidos,Instrumentos musicais; suas partes e acessórios,1870752,16425,Histórico
2024,México,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",1866790,310379,Histórico
2024,México,Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis,1841593,376081,Histórico
2024,China,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,1815847,152302,Histórico
2024,Países Baixos (Holanda),Algodão,1812167,402918,Histórico
2024,Estados Unidos,Filamentos sintéticos ou artificiais,1802343,111607,Histórico
2024,Países Baixos (Holanda),Cobre e suas obras,1777366,201496,Histórico
2024,Canadá,Cobre e suas obras,1766970,174436,Histórico
2024,Estados Unidos,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",1730373,81287,Histórico
2024,Canadá,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,1705162,1170489,Histórico
2024,Japão,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,1701401,723390,Histórico
2024,Canadá,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",1683821,1679008,Histórico
2024,Canadá,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,1669365,830998,Histórico
2024,Argentina,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",1607997,262478,Histórico
2024,Países Baixos (Holanda),"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",1593412,476466,Histórico
2024,México,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",1587854,538051,Histórico
2024,Canadá,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",1577020,481072,Histórico
2024,Argentina,Chumbo e suas obras,1568182,576270,Histórico
2024,Chile,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",1517604,29954,Histórico
2024,Espanha,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",1516361,79720,Histórico
2024,China,"Aeronaves e aparelhos espaciais, e suas partes",1509201,1660,Histórico
2024,Espanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,1500858,1774803,Histórico
2024,Japão,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",1498033,619202,Histórico
2024,Alemanha,Estanho e suas obras,1448840,45862,Histórico
2024,China,Níquel e suas obras,1439909,241987,Histórico
2024,México,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,1439360,1248284,Histórico
2024,Alemanha,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",1410780,611300,Histórico
2024,Canadá,"Vestuário e seus acessórios, de malha",1365783,19584,Histórico
2024,Países Baixos (Holanda),"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",1345526,114091,Histórico
2024,Canadá,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",1342488,105474,Histórico
2024,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",1333009,347193,Histórico
2024,China,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",1286366,48992,Histórico
2024,Chile,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",1264521,99821,Histórico
2024,Japão,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",1253563,209269,Histórico
2024,Alemanha,Outros metais comuns; ceramais (cermets); obras dessas matérias,1236347,123125,Histórico
2024,Países Baixos (Holanda),Peles com pelo e suas obras; peles com pelo artificiais,1200047,100396,Histórico
2024,Alemanha,Peles com pelo e suas obras; peles com pelo artificiais,1172866,93460,Histórico
2024,Argentina,Pólvoras e explosivos; artigos de pirotecnia; fósforos; ligas pirofóricas; matérias inflamáveis,1146036,78248,Histórico
2024,Argentina,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,1140984,159935,Histórico
2024,Chile,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,1140586,1376502,Histórico
2024,Argentina,"Chapéus e artefatos de uso semelhante, e suas partes",1100051,71617,Histórico
2024,Espanha,Adubos (fertilizantes),1080847,104591,Histórico
2024,Canadá,Armas e munições; suas partes e acessórios,1063158,43823,Histórico
2024,Argentina,"Objetos de arte, de coleção e antiguidades",1063025,173,Histórico
2024,México,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",1051189,56593,Histórico
2024,Países Baixos (Holanda),Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,1042504,186979,Histórico
2024,México,"Vestuário e seus acessórios, exceto de Malha",1027046,16909,Histórico
2024,Canadá,Níquel e suas obras,1005704,1490,Histórico
2024,Chile,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,992781,1252011,Histórico
2024,Japão,"Gomas, resinas e outros sucos e extratos vegetais",983619,1046257,Histórico
2024,Japão,"Peles, exceto as peles com pelo, e couros",961951,217272,Histórico
2024,México,Frutas; cascas de frutos cítricos e de melões,942320,144474,Histórico
2024,Países Baixos (Holanda),Produtos cerâmicos,931041,1605177,Histórico
2024,Alemanha,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",930442,20485,Histórico
2024,China,Peles com pelo e suas obras; peles com pelo artificiais,920131,41126,Histórico
2024,Países Baixos (Holanda),"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",915683,253319,Histórico
2024,Chile,Estanho e suas obras,906777,45711,Histórico
2024,México,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",902101,46344,Histórico
2024,Japão,Cacau e suas preparações,895579,362857,Histórico
2024,Japão,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",884241,1696362,Histórico
2024,Chile,Tecidos de malha,874383,62636,Histórico
2024,Chile,"Gomas, resinas e outros sucos e extratos vegetais",873563,89602,Histórico
2024,Países Baixos (Holanda),"Gomas, resinas e outros sucos e extratos vegetais",868623,51777,Histórico
2024,Espanha,"Bebidas, líquidos alcoólicos e vinagres",867353,476154,Histórico
2024,Espanha,Embarcações e estruturas flutuantes,863281,18014,Histórico
2024,México,"Aeronaves e aparelhos espaciais, e suas partes",860645,657,Histórico
2024,Canadá,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",851690,17010,Histórico
2024,Estados Unidos,Artigos de relojoaria,848471,657,Histórico
2024,Espanha,"Vestuário e seus acessórios, exceto de Malha",843052,15778,Histórico
2024,Canadá,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",810909,96326,Histórico
2024,Estados Unidos,"Chapéus e artefatos de uso semelhante, e suas partes",796791,17160,Histórico
2024,Espanha,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,792944,612103,Histórico
2024,China,Zinco e suas obras,786082,299180,Histórico
2024,Alemanha,Obras diversas de metais comuns,779598,25014,Histórico
2024,Canadá,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,774521,650834,Histórico
2024,Canadá,Plantas vivas e produtos de floricultura,765347,33815,Histórico
2024,Chile,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",752100,534370,Histórico
2024,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",747690,64115,Histórico
2024,Canadá,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",747269,449149,Histórico
2024,Alemanha,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",728538,215906,Histórico
2024,China,"Bebidas, líquidos alcoólicos e vinagres",726740,418664,Histórico
2024,Canadá,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",724593,42966,Histórico
2024,Espanha,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",721880,78535,Histórico
2024,Espanha,"Vestuário e seus acessórios, de malha",718157,18723,Histórico
2024,China,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",714219,352314,Histórico
2024,Espanha,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",696438,63774,Histórico
2024,Países Baixos (Holanda),"Vestuário e seus acessórios, de malha",685984,6806,Histórico
2024,China,Cacau e suas preparações,671195,134169,Histórico
2024,Alemanha,Instrumentos musicais; suas partes e acessórios,659193,18389,Histórico
2024,México,Armas e munições; suas partes e acessórios,650575,3493,Histórico
2024,Argentina,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",650343,30366,Histórico
2024,Alemanha,Produtos cerâmicos,648230,1430979,Histórico
2024,México,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",646612,56148,Histórico
2024,Alemanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,637360,603177,Histórico
2024,Japão,"Vestuário e seus acessórios, de malha",622205,9520,Histórico
2024,Japão,Cobre e suas obras,621688,90014,Histórico
2024,Japão,Frutas; cascas de frutos cítricos e de melões,621113,162924,Histórico
2024,Estados Unidos,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",616106,996070,Histórico
2024,Alemanha,Adubos (fertilizantes),615036,975501,Histórico
2024,China,Tecidos de malha,609893,27529,Histórico
2024,Japão,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",605781,55061,Histórico
2024,México,"Fibras sintéticas ou artificiais, descontínuas",603725,53523,Histórico
2024,Argentina,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",600958,129962,Histórico
2024,China,Filamentos sintéticos ou artificiais,596905,104214,Histórico
2024,Canadá,Produtos para fotografia e cinematografia,595488,73492,Histórico
2024,Japão,Vidro e suas obras,572859,15039,Histórico
2024,Alemanha,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",564923,157931,Histórico
2024,Alemanha,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",558675,12283,Histórico
2024,Alemanha,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",531791,108248,Histórico
2024,Espanha,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",522723,187601,Histórico
2024,China,"Objetos de arte, de coleção e antiguidades",518758,514,Histórico
2024,Canadá,Vidro e suas obras,517873,256343,Histórico
2024,Espanha,Níquel e suas obras,507847,80,Histórico
2024,México,"Bebidas, líquidos alcoólicos e vinagres",504668,363323,Histórico
2024,Japão,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,493091,307634,Histórico
2024,Espanha,Armas e munições; suas partes e acessórios,488499,30436,Histórico
2024,Alemanha,"Vestuário e seus acessórios, exceto de Malha",488401,3151,Histórico
2024,Alemanha,"Vestuário e seus acessórios, de malha",474043,4728,Histórico
2024,Japão,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",459128,6431,Histórico
2024,Alemanha,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",456801,29185,Histórico
2024,Países Baixos (Holanda),Vidro e suas obras,449151,35927,Histórico
2024,Estados Unidos,"Lã, pelos finos ou grosseiros; fios e tecidos de crina",445875,21695,Histórico
2024,México,Embarcações e estruturas flutuantes,444626,15988,Histórico
2024,China,Plantas vivas e produtos de floricultura,444497,53947,Histórico
2024,Chile,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",442231,17403,Histórico
2024,China,Produtos cerâmicos,439723,115151,Histórico
2024,Alemanha,Cereais,435888,803710,Histórico
2024,Japão,"Aeronaves e aparelhos espaciais, e suas partes",434643,536,Histórico
2024,Canadá,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens",428882,204011,Histórico
2024,China,Seda,420006,36995,Histórico
2024,Alemanha,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",417447,67677,Histórico
2024,Japão,"Objetos de arte, de coleção e antiguidades",410469,544,Histórico
2024,Espanha,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",407210,11737,Histórico
2024,Alemanha,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",391912,30580,Histórico
2024,Argentina,Outros metais comuns; ceramais (cermets); obras dessas matérias,382651,49001,Histórico
2024,Argentina,"Aeronaves e aparelhos espaciais, e suas partes",381082,1547,Histórico
2024,Países Baixos (Holanda),"Vestuário e seus acessórios, exceto de Malha",372978,1206,Histórico
2024,China,Obras diversas de metais comuns,372766,31876,Histórico
2024,Espanha,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",371296,10060,Histórico
2024,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",363220,988800,Histórico
2024,Países Baixos (Holanda),"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",362946,4270,Histórico
2024,Alemanha,Vidro e suas obras,357889,115507,Histórico
2024,Chile,Níquel e suas obras,357692,218,Histórico
2024,Alemanha,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",354430,5030,Histórico
2024,Chile,Outros metais comuns; ceramais (cermets); obras dessas matérias,354338,280,Histórico
2024,Países Baixos (Holanda),Embarcações e estruturas flutuantes,347471,12329,Histórico
2024,Espanha,Obras diversas de metais comuns,342991,35573,Histórico
2024,Japão,"Vestuário e seus acessórios, exceto de Malha",342158,5182,Histórico
2024,Espanha,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",340338,144789,Histórico
2024,Espanha,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",336252,19693,Histórico
2024,China,"Fibras sintéticas ou artificiais, descontínuas",322698,152625,Histórico
2024,China,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",319155,72338,Histórico
2024,Chile,Embarcações e estruturas flutuantes,315452,11947,Histórico
2024,Canadá,Peles com pelo e suas obras; peles com pelo artificiais,305725,15772,Histórico
2024,China,Armas e munições; suas partes e acessórios,301879,1938,Histórico
2024,Espanha,Filamentos sintéticos ou artificiais,299197,37815,Histórico
2024,Estados Unidos,Seda,294093,3158,Histórico
2024,Japão,Adubos (fertilizantes),292742,133437,Histórico
2024,Japão,Tabaco e seus sucedâneos manufaturados,279594,9491,Histórico
2024,Canadá,"Vestuário e seus acessórios, exceto de Malha",277641,3878,Histórico
2024,Canadá,"Bebidas, líquidos alcoólicos e vinagres",271615,269281,Histórico
2024,Chile,"Chapéus e artefatos de uso semelhante, e suas partes",271482,7995,Histórico
2024,Estados Unidos,"Fibras sintéticas ou artificiais, descontínuas",268671,204229,Histórico
